0,100,0,0.002,68.6001,-100.9996,38.80008
1,100,0,0.002,-166.3986,-28.60003,193.7982
2,100,0,0.002,-165.7986,-87.9998,259.3974
3,100,0,0.002,-250.3974,-43.00009,283.5989
4,100,0,0.002,-109.9995,-45.0001,157.3987
5,100,0,0.002,-237.7975,21.20001,209.7979
6,100,0,0.002,-237.7975,21.20001,146.9989
7,100,0,0.002,56.20012,21.20001,146.9989
8,100,0,0.002,56.20012,-47.0001,172.9985
9,100,0,0.002,81.99987,-86.39983,176.1985
10,100,0,0.002,59.20013,-112.9994,231.1976
11,100,0,0.002,59.20013,-112.9994,231.1976
12,100,0,0.002,59.20013,-83.79987,199.1981
13,100,0,0.002,59.20013,-56.40014,178.3984
14,100,0,0.002,59.20013,-17.19999,148.7989
15,100,0,0.002,59.20013,-25.00002,162.5987
16,100,0,0.002,65.80012,25.40003,162.5987
17,100,0,0.002,142.9989,-8.599993,190.7982
18,100,0,0.002,179.7984,-8.599993,190.7982
0,100,0,0.002,68.6001,-100.9996,38.80008
