0,100,0,0.002990017,121.9993,-0.3999997,-194.1982
1,100,0,0.002990017,101.7996,9.399996,-162.1987
2,100,0,0.002990017,-16.8,8.999992,14.99999
3,100,0,0.002990017,-16.8,8.999992,14.99999
4,100,0,0.002990017,-16.8,8.999992,14.99999
5,100,0,0.002990017,-24.40002,-83.19988,92.79974
6,100,0,0.002990017,26.40002,-98.59966,57.00015
7,100,0,0.002990017,46.4001,-127.9992,64.40017
8,100,0,0.002990017,-42.40009,-118.5993,64.40017
9,100,0,0.002990017,-122.1993,-110.1995,89.59978
10,100,0,0.002990017,-122.1993,-122.1993,68.60011
11,100,0,0.002990017,-122.1993,-66.40015,11.2
12,100,0,0.002990017,-209.798,73.60001,-51.40012
13,100,0,0.002990017,-209.798,73.60001,-51.40012
14,100,0,0.002990017,-209.798,73.60001,-51.40012
15,100,0,0.002990017,-267.3979,243.7974,-160.3987
16,100,0,0.002990017,-312.8007,341.2024,-190.9982
17,100,0,0.002990017,-312.8007,379.2047,-190.9982
18,100,0,0.002990017,-260.9976,379.2047,-190.9982
19,100,0,0.002990017,-164.1987,349.6029,-190.9982
