0,100,0,0.002910017,120.1993,1,178.1984
1,100,0,0.002910017,68.4001,14.59999,226.9977
2,100,0,0.002910017,17.99999,-18.39999,358.0034
3,100,0,0.002910017,17.99999,-18.39999,358.0034
4,100,0,0.002910017,17.99999,-18.39999,358.0034
5,100,0,0.002910017,17.19999,-143.199,421.4073
6,100,0,0.002910017,-75.99999,-143.199,421.4073
7,100,0,0.002910017,-75.99999,-103.9996,382.0049
8,100,0,0.002910017,-1.600004,-138.999,365.4039
9,100,0,0.002910017,71.20006,-126.5992,226.1977
10,100,0,0.002910017,71.20006,-126.5992,226.1977
11,100,0,0.002910017,71.20006,-126.5992,226.1977
12,100,0,0.002910017,71.20006,-58.60015,171.1985
13,100,0,0.002910017,71.20006,45.2001,125.9992
14,100,0,0.002910017,126.9992,9.2,177.7984
