0,100,0,0.002718015,121.5993,-0.1999996,180.1984
1,100,0,0.002490014,48.00011,49.20012,180.1984
2,100,0,0.002806016,-27.40004,73.00003,302
3,100,0,0.002806016,-27.40004,73.00003,302
4,100,0,0.002806016,-27.40004,73.00003,302
5,100,0,0.002806016,-27.40004,-3.600004,400.006
6,100,0,0.002806016,-4.082918E-06,-114.1994,447.0089
7,100,0,0.002806016,30.20004,-114.1994,411.0067
8,100,0,0.002806016,-68.60011,-114.1994,411.0067
9,100,0,0.002476013,7.799993,-114.1994,305.2002
10,100,0,0.002476013,67.00012,-124.9993,232.3976
11,100,0,0.002476013,67.00012,-124.9993,232.3976
12,100,0,0.002476013,67.00012,-124.9993,232.3976
13,100,0,0.002476013,67.00012,15.19998,130.7991
14,100,0,0.002476013,67.00012,68.80009,130.7991
15,100,0,0.002476013,79.59993,28.00002,162.1987
16,100,0,0.002476013,177.9984,-12.6,162.1987
