0,100,0,0.0024,0,60,180
1,100,0,0.0024,0,120,120
2,100,0,0.0024,0,60,180
3,100,0,0.0024,70,60,180
4,100,0,0.0024,180,60,180
5,100,0,0.0024,140,180,100
6,100,0,0.0024,140,112,200
7,100,0,0.0024,180,50,190
0,100,0,0.0024,0,60,180
